X,Y,FID,OGF_ID,MOH_PRO_ID,SERV_TYPE,SERV_DET,EN_NAME,FR_NAME,EN_ALT,FR_ALT,ADDRESS_1,ADDRESS_2,ADDR_DESCR,COMMUNITY,POSTALCODE,GEO_UPT_DT,EFF_DATE
-79.7837071179999,43.720360278,3426,137288006,2928,Long-Term Care Home,NH for-profit,Woodhall Park Care Community, , , ,10260 Kennedy Road North, , ,Brampton,L6Z4N7,20210527134432,20210526122407
-80.876308202,43.031964805,3427,137288007,M614,Long-Term Care Home,MHFA,Woodingford Lodge - Ingersoll, , , ,325 Thames Street South, , ,Ingersoll,N5C2T8,20210527134749,20210526122407
-80.7343512419999,42.862353182,3428,137288008,M615,Long-Term Care Home,MHFA,Woodingford Lodge - Tillsonburg, , , ,52 Venison Street West, , ,Tillsonburg,N4G1V1,20210527134143,20210526122407
-80.756682771,43.1081144240001,3429,137288009,M632,Long-Term Care Home,MHFA,Woodingford Lodge - Woodstock, , , ,300 Juliana Drive, , ,Woodstock,N4V0A1,20210527134137,20210526122407
-74.887224838,45.033804322,3430,137288010,2743,Long-Term Care Home,NH for-profit,Woodland Villa, , , ,30 Mille Roches Road,R.R. 1, ,Long Sault,K0C1P0,20210527134610,20210526122407
-79.716722558,44.4026668990001,3431,137288011,2821,Long-Term Care Home,NH for-profit,Woods Park Care Centre, , , ,110 Lillian Crescent, , ,Barrie,L4N5H7,20210527134449,20210526122408
-79.672690658,43.4524502360001,3432,137288012,2910,Long-Term Care Home,NH non-profit,Wyndham Manor Long Term Care Centre, , , ,291 Reynolds Street, , ,Oakville,L6J3L5,20210527134748,20210526122408
-79.231108757,43.894422234,3433,137288013,2876,Long-Term Care Home,NH non-profit,Yee Hong Centre - Markham, , , ,2780 Bur Oak Avenue, , ,Markham,L6B1C9,20210527135041,20210526122408
-79.686959776,43.604489162,3434,137288014,2920,Long-Term Care Home,NH non-profit,Yee Hong Centre - Mississauga, , , ,5510 Mavis Road, , ,Mississauga,L5V2X5,20210527134659,20210526122408
-79.254544957,43.8086491180001,3435,137288015,2934,Long-Term Care Home,NH non-profit,Yee Hong Centre - Scarborough Finch, , , ,60 Scottfield Drive, , ,Toronto,M1S5T7,20210527134700,20210526122408
-79.2901818679999,43.814228218,3436,137288016,2801,Long-Term Care Home,NH non-profit,Yee Hong Centre - Scarborough McNicoll, , , ,2311 McNicoll Avenue, , ,Toronto,M1V5L3,20210527134714,20210526122409
-79.5156443449999,43.8650065160001,3437,137288017,M605,Long-Term Care Home,MHFA,York Region Maple Health Centre, , , ,10424 Keele Street, , ,Vaughan,L6A2L1,20210527134408,20210526122409
-79.4687749459999,44.0455039500001,3438,137288018,M534,Long-Term Care Home,MHFA,York Region Newmarket Health Centre, , , ,194 Eagle Street, , ,Newmarket,L3Y1J6,20210527134333,20210526122409
-82.361552161,42.976444223,4313,137287393,2872,Long-Term Care Home,NH for-profit,Afton Park Place Long Term Care Community, , , ,1200 Afton Drive, , ,Sarnia,N7S6L6,20210527134643,20210526122208
-79.47650327,43.151929592,4314,137287394,2983,Long-Term Care Home,CHFA,"Albright Gardens Homes, Incorporated", , , ,5050 Hillside Drive, , ,Lincoln,L0R1B2,20210527133925,20210526122208
-79.900819521,43.342345406,4315,137287395,2861,Long-Term Care Home,NH for-profit,Alexander Place, , , ,329 Parkside Drive,Postal Office Box 50, ,Hamilton,L0R2H0,20210527133814,20210526122208
-83.5635796829999,46.263405004,4316,137287396,3041,Long-Term Care Home,NH non-profit,Algoma Manor Nursing Home, , , ,145 Dawson Street, , ,Thessalon,P0R1L0,20210527134409,20210526122208
-78.714834918,46.310161367,4317,137287397,3052,Long-Term Care Home,NH non-profit,Algonquin Nursing Home, , , ,207 Turcotte Park Road,Postal Office Box 270, ,Mattawa,P0H1V0,20210527133637,20210526122208
-79.872124727,43.5157413380001,4318,137287398,M536,Long-Term Care Home,MHFA,Allendale, , , ,185 Ontario Street South, , ,Milton,L9T2M4,20210527134911,20210526122209
-76.1902590839999,45.218367399,4319,137287399,2692,Long-Term Care Home,NH for-profit,Almonte Country Haven, , , ,333 Country Street,Postal Office Box 250, ,Mississippi Mills,K0A1A0,20210527134938,20210526122209
-79.140142219,43.798884222,4320,137287400,956,Long-Term Care Home,NH for-profit,Altamont Care Community, , , ,92 Island Road, , ,Toronto,M1C2P5,20210527134040,20210526122209
-80.048012835,42.9673887330001,4321,137287401,2786,Long-Term Care Home,NH for-profit,Anson Place Care Centre, , , ,85 Main Street North, , ,Hagersville,N0A1H0,20210527134300,20210526122209
-79.7768312709999,43.221457091,4322,137287402,2930,Long-Term Care Home,NH for-profit,Arbour Creek Long-Term Care Centre, , , ,2717 King Street East, , ,Hamilton,L8G1J3,20210527134802,20210526122209
-76.558909123,44.2393070140001,4323,137287403,2982,Long-Term Care Home,NH for-profit,Arbour Heights, , , ,564 Tanner Drive, , ,Kingston,K7M0C3,20210527134128,20210526122209
-91.597550841,48.754284537,4324,137287404,2756,Long-Term Care Home,NH non-profit,Atikokan General Hospital, , , ,120 Dorothy Street, , ,Atikokan,P0T1C0,20210527134653,20210526122210
-79.92058532,46.372034517,4325,137287405,M502,Long-Term Care Home,MHFA,Au Chateau, , , ,100 Michaud Street, , ,West Nipissing,P2B2Z4,20210527135045,20210526122210
-80.1165051409999,43.9169994970001,4326,137287406,2715,Long-Term Care Home,NH for-profit,Avalon Retirement Centre, , , ,355 Broadway Avenue, , ,Orangeville,L9W3Y3,20210527134224,20210526122210
-81.757962344,42.658399697,4327,137287407,2626,Long-Term Care Home,NH for-profit,Babcock Community Care Centre, , , ,196 Wellington Street,Postal Office Box 190, ,Wardsville,N0L2N0,20210527133915,20210526122210
-82.899980466,42.3108827790001,4328,137287408,2263,Long-Term Care Home,NH for-profit,Banwell Gardens Care Centre, , , ,3000 Banwell Road, , ,Windsor,N8N0B3,20210527133650,20210526122211
-80.578088658,43.5929589180001,4329,137287409,2830,Long-Term Care Home,NH for-profit,Barnswallow Place Care Community, , , ,120 Barnswallow Drive, , ,Elmira,N3B2Y9,20210527133713,20210526122211
-80.1980320219999,44.4994632930001,4330,137287410,2657,Long-Term Care Home,NH for-profit,Bay Haven Nursing Home, , , ,499 Hume Street, , ,Collingwood,L9Y4H8,20210527134110,20210526122211
-79.077130902,43.8284700300001,4331,137287411,2895,Long-Term Care Home,NH for-profit,Bay Ridges, , , ,900 Sandy Beach Road, , ,Pickering,L1W1Z4,20210527134210,20210526122211
-75.65273949,45.019250588,4332,137287412,2772,Long-Term Care Home,NH for-profit,Bayfield Manor, , , ,100 Elvira Street,"Postal Office Bag 3000, P.O", ,Kemptville,K0G1J0,20210527134144,20210526122211
-79.8569423989999,43.2517616920001,4333,137287413,2581,Long-Term Care Home,NH for-profit,BayWoods Place, , , ,330 Main Street East, , ,Hamilton,L8N3T9,20210527133843,20210526122211
-79.045351925,43.0510758940001,4334,137287414,2890,Long-Term Care Home,NH for-profit,Bella Senior Care Residences, , , ,8720 Willoughby Drive, , ,Niagara Falls,L2G7X3,20210527133935,20210526122212
-79.391069788,43.674613488,4335,137287415,2985,Long-Term Care Home,CHFA,Belmont House, , , ,55 Belmont Street, , ,Toronto,M5R1R1,20210527134022,20210526122212
-77.4039350909999,44.160076163,4336,137287416,2901,Long-Term Care Home,NH for-profit,Belmont Long Term Care Facility, , , ,250 Bridge Street West, , ,Belleville,K8P5N3,20210527135037,20210526122212
-80.038623752,45.3427252430001,4337,137287417,M503,Long-Term Care Home,MHFA,Belvedere Heights, , , ,21 Belvedere Avenue, , ,Parry Sound,P2A2A2,20210527134342,20210526122212
-79.251839551,43.7549380090001,4338,137287418,M504,Long-Term Care Home,MHFA,Bendale Acres, , , ,2920 Lawrence Avenue East, , ,Toronto,M1P2T8,20210527134402,20210526122212
-79.933964359,43.6442594580001,4339,137287419,2816,Long-Term Care Home,NH non-profit,Bennett Centre Long Term Care, , , ,1 Princess Anne Drive, , ,Halton Hills,L7G2B8,20210527134633,20210526122212
-83.04161991,42.3163163730001,4340,137287420,2541,Long-Term Care Home,NH for-profit,Berkshire Care Centre, , , ,350 Dougall Avenue, , ,Windsor,N9A4P4,20210527134916,20210526122213
-89.240984166,48.4415773650001,4341,137287421,2687,Long-Term Care Home,NH non-profit,Bethammi Nursing Home, , , ,63 Carrie Street, , ,Thunder Bay,P7A4J2,20210527133950,20210526122213
-79.301390676,43.862040725,4342,137287422,2986,Long-Term Care Home,CHFA,Bethany Lodge, , , ,23 Second Street, , ,Markham,L3R2C2,20210527134414,20210526122213
-79.346684979,43.7324973010001,4343,137287423,3017,Long-Term Care Home,CHFA,Better Living at Thompson House, , , ,1 Overland Drive, , ,Toronto,M3C2C3,20210527135031,20210526122214
-79.787210487,43.3635450150001,4344,137287424,2938,Long-Term Care Home,NH for-profit,Billings Court Manor, , , ,3700 Billings Court, , ,Burlington,L7N3N6,20210527133959,20210526122214
-94.5054057999999,49.7654283370001,4345,137287425,2620,Long-Term Care Home,NH for-profit,Birchwood Terrace, , , ,237 Lakeview Drive,R.R. 1, ,Kenora,P9N4J7,20210527134725,20210526122214
-79.967329335,43.261366889,4346,137287426,2641,Long-Term Care Home,NH for-profit,Blackadar Continuing Care Centre, , , ,101 Creighton Road, , ,Hamilton,L9H3B7,20210527134851,20210526122214
-81.987999187,42.3397166290001,4347,137287427,2695,Long-Term Care Home,NH for-profit,Blenheim Community Village, , , ,10 Mary Avenue, , ,Chatham-Kent,N0P1A0,20210527135016,20210526122214
-79.262957677,44.0027656520001,4348,137287428,2697,Long-Term Care Home,NH for-profit,Bloomington Cove Care Community, , , ,13621 Ninth Line, , ,Whitchurch-Stouffville,L4A3C8,20210527134912,20210526122214
-81.6386167759999,43.4206225360001,4349,137287429,2987,Long-Term Care Home,CHFA,Blue Water Rest Home, , , ,37792 Zurich-Hensall Road,"Lot 21, Hwy 84, R.R. 3", ,Zurich,N0M2T0,20210527134510,20210526122215
-79.623103225,44.3641362970001,4350,137287430,2967,Long-Term Care Home,NH non-profit,Bob Rumball Home for The Deaf, , , ,1 Royal Parkside Drive, , ,Barrie,L4M0C4,20210527134029,20210526122215
-81.5138712689999,42.66709281,4351,137287431,M603,Long-Term Care Home,MHFA,Bobier Villa, , , ,1 Bobier Lane, , ,Dutton,N0L1J0,20210527134715,20210526122215
-79.037511335,44.345908922,4352,137287432,2613,Long-Term Care Home,NH for-profit,Bon Air Long Term Care Residence, , , ,131 Laidlaw Street South, , ,Cannington,L0E1E0,20210527134627,20210526122215
-76.702835276,45.4834455220001,4353,137287433,M506,Long-Term Care Home,MHFA,Bonnechere Manor, , , ,470 Albert Street, , ,Renfrew,K7V4L5,20210527134323,20210526122215
-79.571805184,44.1005869540001,4354,137287434,2905,Long-Term Care Home,NH for-profit,Bradford Valley Care Community, , , ,2656 Line 6, , ,Bradford West Gwillimbury,L3Z2A1,20210527133808,20210526122216
-81.300313715,43.900658536,4355,137287435,2788,Long-Term Care Home,NH for-profit,Braemar Retirement Centre, , , ,719 Josephine Street North,"R.R. 1, Postal Office Box 1060", ,Wingham,N0G2W0,20210527134333,20210526122216
-80.2474773169999,43.178539861,4356,137287436,2678,Long-Term Care Home,NH for-profit,Brierwood Gardens, , , ,425 Park Road North, , ,Brantford,N3R7G5,20210527133641,20210526122216
-76.0206251,44.8880910500001,4357,137287437,2684,Long-Term Care Home,NH for-profit,Broadview Nursing Centre, , , ,210 Brockville Street, , ,Smiths Falls,K7A3Z4,20210527134513,20210526122216
-82.892076063,42.3064100780001,4358,137287438,2301,Long-Term Care Home,NH for-profit,Brouillette Manor, , , ,11900 Brouillette Court, , ,Windsor,N8N4X8,20210527134947,20210526122217
-81.15429539,44.121267281,4359,137287439,M507,Long-Term Care Home,MHFA,Brucelea Haven Long Term Care Home - Corporation of the County of Bruce, , , ,41 McGivern Street West,Postal Office Box 1600, ,Walkerton,N0G2V0,20210527134337,20210526122217
-79.739377573,43.3814703210001,4360,137287440,2857,Long-Term Care Home,NH for-profit,Burloak, , , ,5959 New Street, , ,Burlington,L7L6W5,20210527135041,20210526122217
-77.788066328,44.3016764710001,4361,137287441,2686,Long-Term Care Home,NH for-profit,Burnbrae Gardens Long Term Care Residence, , , ,320 6th Line East, , ,Campbellford,K0L1L0,20210527134825,20210526122217
-79.773423409,43.661683968,4362,137287442,2953,Long-Term Care Home,NH for-profit,Burton Manor, , , ,5 Sterritt Drive, , ,Brampton,L6Y5P3,20210527134322,20210526122217
-79.867112408,43.310312502,4363,137287443,2774,Long-Term Care Home,NH non-profit,CAMA Woodlands Nursing Home, , , ,159 Panin Road, , ,Burlington,L7P5A6,20210527134357,20210526122217
-80.3574294759999,43.454108304,4364,137287444,2651,Long-Term Care Home,NH for-profit,Cambridge Country Manor, , , ,3680 Speedsville Road,R.R. 1, ,Cambridge,N3H4R6,20210527135042,20210526122218
-79.607002048,43.5731143610001,4365,137287445,2472,Long-Term Care Home,NH for-profit,Camilla Care Community, , , ,2250 Hurontario Street, , ,Mississauga,L5B1M8,20210527133906,20210526122218
-79.394115399,43.7850183080001,4366,137287446,M596,Long-Term Care Home,MHFA,Carefree Lodge, , , ,306 Finch Avenue East, , ,Toronto,M2N4S5,20210527134702,20210526122218
-80.529870965,43.8316991620001,4367,137287447,2748,Long-Term Care Home,NH for-profit,Caressant Care Arthur Nursing Home, , , ,215 Eliza Street,Postal Office Box 700, ,Arthur,N0G1A0,20210527134541,20210526122218
-75.155076559,45.4360898800001,4368,137287448,1160,Long-Term Care Home,NH for-profit,Caressant Care Bourget, , , ,2279 Laval Road,Postal Office Box 99, ,Clarence-Rockland,K0A1E0,20210527134256,20210526122218
-76.88751725,45.6285306390001,4369,137287449,2827,Long-Term Care Home,NH for-profit,Caressant Care Cobden, , , ,12 Wren Drive,Postal Office Box 430, ,Cobden,K0J1K0,20210527135009,20210526122218
-80.632397807,42.831101281,4370,137287450,2826,Long-Term Care Home,NH for-profit,Caressant Care Courtland, , , ,4850 Highway,"Unit 59, Postal Office Box 279", ,Courtland,N0J1E0,20210527134358,20210526122219
-80.370261103,43.7086064480001,4371,137287451,2603,Long-Term Care Home,NH for-profit,Caressant Care Fergus Nursing Home, , , ,450 Queen Street East, , ,Fergus,N1M2Y7,20210527134944,20210526122219
-80.8780373829999,43.915634159,4372,137287452,2595,Long-Term Care Home,NH for-profit,Caressant Care Harriston, , , ,24 Louise Street,Postal Office Box 520, ,Minto,N0G1Z0,20210527134040,20210526122219
-78.750236542,44.3432916350001,4373,137287453,2701,Long-Term Care Home,NH for-profit,Caressant Care Lindsay Nursing Home, , , ,240 Mary Street West, , ,Kawartha Lakes,K9V5K5,20210527134419,20210526122220
-80.953001289,43.723789423,4374,137287454,2664,Long-Term Care Home,NH for-profit,Caressant Care Listowel Nursing Home, , , ,710 Reserve Avenue South, , ,Listowel,N4W2L1,20210527133646,20210526122220
-77.677332307,44.4807236070001,4375,137287455,2718,Long-Term Care Home,NH for-profit,Caressant Care Marmora, , , ,58 Bursthall Street,Postal Office Box 429, ,Marmora,K0K2M0,20210527134455,20210526122220
-81.161443268,42.772679646,4376,137287456,2730,Long-Term Care Home,NH for-profit,Caressant Care on Bonnie Place, , , ,15 Bonnie Place, , ,St. Thomas,N5R5T8,20210527134146,20210526122220
-81.16902587,42.7667683440001,4377,137287457,2627,Long-Term Care Home,NH for-profit,Caressant Care on Mary Bucke, , , ,4 Mary Bucke Street, , ,St. Thomas,N5R5J6,20210527134826,20210526122220
-78.7608185459999,44.3445988340001,4378,137287458,2916,Long-Term Care Home,NH for-profit,Caressant Care on McLaughlin Road, , , ,114 McLaughlin Road, , ,Kawartha Lakes,K9V6L1,20210527134141,20210526122220
-80.7422410679999,43.1236324280001,4379,137287459,2636,Long-Term Care Home,NH for-profit,Caressant Care Woodstock Nursing Home, , , ,81 Fyfe Avenue, , ,Woodstock,N4S8Y2,20210527134937,20210526122221
-75.7070590279999,45.2655973280001,4380,137287460,M508,Long-Term Care Home,MHFA,Carleton Lodge, , , ,55 Lodge Road,R.R. 2, ,Ottawa,K2C3H1,20210527134954,20210526122221
-75.7767258599999,45.3671134420001,4381,137287461,2420,Long-Term Care Home,NH for-profit,Carlingview Manor, , , ,2330 Carling Avenue, , ,Ottawa,K2B7H1,20210527134053,20210526122221
-76.1592067,44.3363389470001,4382,137287462,2683,Long-Term Care Home,NH for-profit,Carveth Care Centre, , , ,375 James Street, , ,Gananoque,K7G2Z1,20210527133741,20210526122221
-78.5410089919999,44.5400162780001,4383,137287463,958,Long-Term Care Home,NH for-profit,Case Manor Care Community, , , ,28 Boyd Street,Postal Office Box 670, ,Kawartha Lakes,K0M1A0,20210527134713,20210526122221
-79.446321859,46.3193503320001,4384,137287464,M509,Long-Term Care Home,MHFA,Cassellholme, , , ,400 Olive Street, , ,North Bay,P1B6J4,20210527134138,20210526122222
-79.4215717979999,43.673240687,4385,137287465,M510,Long-Term Care Home,MHFA,Castleview Wychwood Towers, , , ,351 Christie Street, , ,Toronto,M6G3C3,20210527134505,20210526122222
-79.6036244489999,43.5930230640001,4386,137287466,2912,Long-Term Care Home,NH for-profit,Cawthra Gardens, , , ,590 Lolita Gardens, , ,Mississauga,L5A4N8,20210527134941,20210526122222
-79.460522661,44.234434783,4387,137287467,2769,Long-Term Care Home,NH for-profit,Cedarvale Lodge Retirement and Care Community, , , ,121 Morton Avenue, , ,Georgina,L4P2M5,20210527134221,20210526122222
-79.412423396,43.6854585890001,4388,137287468,2591,Long-Term Care Home,NH for-profit,Cedarvale Terrace, , , ,429 Walmer Road, , ,Toronto,M5P2X9,20210527134438,20210526122223
-84.316989857,46.5511971060001,4389,137287469,7093,Long-Term Care Home,NH for-profit,Cedarwood Lodge, , , ,860 Great Northern Road, , ,Sault Ste. Marie,P6B0B5,20210527134339,20210526122223
-80.329711413,42.840832597,4390,137287470,2768,Long-Term Care Home,NH for-profit,Cedarwood Village, , , ,500 Queensway West, , ,Simcoe,N3Y4R4,20210527133816,20210526122223
-78.447754628,44.1562996160001,4391,137287471,2903,Long-Term Care Home,NH for-profit,Centennial Place Long-Term Care Home, , , ,2 Centennial Lane North, , ,Millbrook,M5J2G2,20210527133706,20210526122223
-75.660427028,45.44304256,4392,137287472,M511,Long-Term Care Home,MHFA,Centre d'Accueil Champlain, , , ,275 Perrier Avenue, , ,Ottawa,K1L5C6,20210527134338,20210526122223
-75.215952886,45.5102516900001,4393,137287473,2988,Long-Term Care Home,CHFA,Centre d'Accueil Roger Seguin, , , ,435 Lemay Street, , ,Clarence Creek,K0A1N0,20210527134858,20210526122223
-74.670488314,45.629721633,4394,137287474,925,Long-Term Care Home,NH for-profit,Champlain Long Term Care Residence, , , ,428 Front Road West, , ,L'orignal,K0B1K0,20210527134015,20210526122224
-79.4713147429999,43.9977977410001,4395,137287475,2630,Long-Term Care Home,NH for-profit,Chartwell Aurora Long Term Care Residence, , , ,32 Mill Street, , ,Aurora,L4G2R9,20210527134631,20210526122224
-80.997600317,42.7739508540001,4396,137287476,2740,Long-Term Care Home,NH for-profit,Chartwell Aylmer Long Term Care Residence, , , ,465 Talbot Street West, , ,Aylmer,N5H1K8,20210527135034,20210526122224
-79.0253857869999,43.8510430360001,4397,137287477,2658,Long-Term Care Home,NH for-profit,Chartwell Ballycliffe Long Term Care Residence, , , ,70 Station Street, , ,Ajax,L1S1R9,20210527133746,20210526122224
-79.8038106879999,43.3165157060001,4398,137287478,2900,Long-Term Care Home,NH for-profit,Chartwell Brant Centre Long Term Care Residence, , , ,1182 Northshore Boulevard East, , ,Burlington,L7S1C5,20210527134336,20210526122224
-80.563580354,43.6015291200001,4399,137287479,2471,Long-Term Care Home,NH for-profit,Chartwell Elmira Long Term Care Residence, , , ,11 Herbert Street, , ,Elmira,N3B2B8,20210527134440,20210526122224
-79.373793695,43.807659813,4400,137287480,2556,Long-Term Care Home,NH for-profit,Chartwell Gibson Long Term Care Residence, , , ,1925 Steeles Avenue East, , ,Toronto,M2H2H3,20210527133621,20210526122225
-81.2607492229999,43.044068689,4401,137287481,2919,Long-Term Care Home,NH for-profit,Chartwell London Long Term Care Residence, , , ,2000 Blackwater Road, , ,London,N5X4K6,20210527134320,20210526122225
-81.6810886649999,43.1570573880001,4402,137287482,2632,Long-Term Care Home,NH for-profit,Chartwell Parkhill Long Term Care Residence, , , ,250 Tain Street,Postal Office Box 129, ,Parkhill,N0M2K0,20210527134332,20210526122225
-79.5841391609999,43.798600401,4403,137287483,2808,Long-Term Care Home,NH for-profit,Chartwell Pine Grove Long Term Care Residence, , , ,8403 Islington Avenue, , ,Vaughan,L4L1X3,20210527134734,20210526122226
-82.737583893,42.05020274,4404,137287484,2939,Long-Term Care Home,NH for-profit,Chartwell Royal Oak Long Term Care Residence, , , ,1750 Division Road North, , ,Kingsville,N9Y4G7,20210527133640,20210526122226
-79.238642445,43.7384853070001,4405,137287485,2899,Long-Term Care Home,NH for-profit,Chartwell Trilogy Long Term Care Residence, , , ,340 McCowan Road, , ,Toronto,M1J3P4,20210527134254,20210526122226
-79.763034385,43.4271562280001,4406,137287486,2908,Long-Term Care Home,NH for-profit,Chartwell Waterford Long Term Care Residence, , , ,2140 Baronwood Drive, , ,Oakville,L6M4V6,20210527134015,20210526122226
-79.651788758,43.5248563500001,4407,137287487,2833,Long-Term Care Home,NH for-profit,Chartwell Wenleigh Long Term Care Residence, , , ,2065 Leanne Boulevard, , ,Mississauga,L5K2L6,20210527134851,20210526122226
-79.5676787419999,43.648323276,4408,137287488,2943,Long-Term Care Home,NH for-profit,Chartwell Westbury Long Term Care Residence, , , ,495 The West Mall, , ,Toronto,M9C5S3,20210527134101,20210526122226
-80.517757822,43.4061329880001,4409,137287489,2880,Long-Term Care Home,NH for-profit,Chartwell Westmount Long Term Care Residence, , , ,200 David Bergey Drive, , ,Kitchener,N2E3Y4,20210527134635,20210526122227
-79.4392265,43.6371712800001,4410,137287490,2583,Long-Term Care Home,NH for-profit,Chartwell White Eagle Long Term Care Residence, , , ,138 Dowling Avenue, , ,Toronto,M6K3A6,20210527135028,20210526122227
-79.935275823,43.2332464850001,4411,137287491,2921,Long-Term Care Home,NH for-profit,Chartwell Willowgrove Long Term Care Residence, , , ,1217 Old Mohawk Road, , ,Hamilton,L9K1P6,20210527134832,20210526122227
-79.230933556,43.8858665330001,4412,137287492,2888,Long-Term Care Home,NH for-profit,Chartwell Woodhaven Long Term Care Residence, , , ,380 Church Street, , ,Markham,L6B1E1,20210527134908,20210526122227
-78.8726796459999,43.94673256,4413,137287493,2885,Long-Term Care Home,NH for-profit,Chartwell Wynfield Long Term Care Residence, , , ,451 Woodmount Drive, , ,Hampton,L1G8E3,20210527134407,20210526122227
-83.0740805189999,42.308047469,4414,137287494,2712,Long-Term Care Home,NH for-profit,Chateau Park Long Term Care Home, , , ,2990 Riverside Drive West,Unit B, ,Windsor,N9C1A2,20210527134553,20210526122227
-81.276686323,42.987613578,4415,137287495,2655,Long-Term Care Home,NH for-profit,Chelsey Park, , , ,310 Oxford Street West, , ,London,N6H4N6,20210527134215,20210526122228
-79.444460615,43.781840205,4416,137287496,922,Long-Term Care Home,NH for-profit,Cheltenham Care Community, , , ,5935 Bathurst Street, , ,Toronto,M2R1Y8,20210527133706,20210526122228
-79.2748486529999,43.693648797,4417,137287497,2970,Long-Term Care Home,NH non-profit,Chester Village, , , ,3555 Danforth Avenue, , ,Toronto,M1L1E3,20210527133713,20210526122228
-79.728171456,43.2203797930001,4418,137287498,2721,Long-Term Care Home,NH for-profit,Clarion Nursing Home, , , ,337 Hamilton Regional Road 8,Unit 8, ,Hamilton,L8G1E7,20210527133939,20210526122228
-79.715363958,44.401119099,4419,137287499,2696,Long-Term Care Home,NH for-profit,Coleman Care Centre, , , ,140 Cundles Road West, , ,Barrie,L4N9X8,20210527134923,20210526122229
-80.22895893,44.4826441880001,4420,137287500,2781,Long-Term Care Home,NH for-profit,Collingwood Nursing Home, , , ,250 Campbell Street, , ,Collingwood,L9Y4J9,20210527133725,20210526122229
-80.5913641509999,43.464942595,4421,137287501,2856,Long-Term Care Home,NH for-profit,Columbia Forest, , , ,650 Mountain Maple Avenue, , ,Waterloo,N2V2P7,20210527134322,20210526122229
-79.609788849,43.57328776,4422,137287502,2124,Long-Term Care Home,NH for-profit,Cooksville Care Centre, , , ,55 The Queensway West, , ,Mississauga,L5B1B5,20210527133955,20210526122229
-79.447311003,43.64020808,4423,137287503,2937,Long-Term Care Home,NH non-profit,Copernicus Lodge, , , ,66 Roncesvalles Avenue, , ,Toronto,M6R3A7,20210527134852,20210526122229
-82.200238658,42.398375629,4424,137287504,1115,Long-Term Care Home,NH for-profit,Copper Terrace, , , ,91 Tecumseh Road, , ,Chatham-Kent,N7M1B3,20210527133713,20210526122229
-80.903234443,44.4648393520001,4425,137287505,1027,Long-Term Care Home,NH for-profit,Country Lane Long Term Care Residence, , , ,317079 Highway 6,"R. R. 3, 10", ,Chatsworth,N0H1G0,20210527134123,20210526122230
-81.437731071,42.958548265,4426,137287506,907,Long-Term Care Home,NH for-profit,Country Terrace, , , ,10072 Oxbow Drive,R.R. 3, ,Komoka,N0L1R0,20210527134443,20210526122230
-82.7188059979999,42.1742347630001,4427,137287507,2576,Long-Term Care Home,NH for-profit,Country Village Homes - Woodslee, , , ,440 Essex Road 8,R.R. 2, ,South Woodslee,N0R1V0,20210527134350,20210526122230
-81.529818517,43.145133894,4428,137287508,2622,Long-Term Care Home,NH non-profit,Craigholme, , , ,221 Main Street,R.R. 1, ,Ailsa Craig,N0M1A0,20210527133629,20210526122230
-79.253293247,43.706865001,4429,137287509,2503,Long-Term Care Home,NH for-profit,Craiglee Nursing Home, , , ,102 Craiglee Drive, , ,Toronto,M1N2M7,20210527134807,20210526122230
-80.099848774,44.3267901680001,4430,137287510,2633,Long-Term Care Home,NH for-profit,Creedan Valley Care Community, , , ,143 Mary Street, , ,Creemore,L0M1G0,20210527134514,20210526122230
-79.779853187,43.3930282210001,4431,137287511,M623,Long-Term Care Home,MHFA,Creek Way Village, , , ,5200 Corporate Drive, , ,Burlington,L7L7G7,20210527133740,20210526122231
-78.9232085739999,42.9104488740001,4432,137287512,2587,Long-Term Care Home,NH for-profit,Crescent Park Lodge, , , ,4 Hagey Avenue, , ,Fort Erie,L2A5M5,20210527134439,20210526122231
-77.561496937,44.1063994470001,4433,137287513,2787,Long-Term Care Home,NH for-profit,Crown Ridge Place, , , ,106 Crown Street, , ,Quinte West,K8V6R3,20210527134726,20210526122231
-79.407561704,43.7881617080001,4434,137287514,M512,Long-Term Care Home,MHFA,Cummer Lodge, , , ,205 Cummer Avenue, , ,Toronto,M2M2E8,20210527133625,20210526122232
-81.224203903,42.9441083730001,4435,137287515,M514,Long-Term Care Home,MHFA,Dearness Home for Senior Citizens, , , ,710 Southdale Road East, , ,London,N6E1R8,20210527134752,20210526122232
-79.541426394,43.1895364960001,4436,137287516,M611,Long-Term Care Home,MHFA,Deer Park Villa, , , ,150 Central Avenue, , ,Grimsby,L3M4Z3,20210527134542,20210526122232
-79.617445866,43.731604888,4437,137287517,2837,Long-Term Care Home,NH for-profit,Deerwood Creek Care Community, , , ,70 Humberline Drive, , ,Toronto,M9W7H3,20210527134253,20210526122232
-80.4909945639999,42.84284539,4438,137287518,2660,Long-Term Care Home,NH for-profit,Delhi Long Term Care Centre, , , ,Gibralter Street, , ,Delhi,N4B3B3,20210527133815,20210526122232
-80.5491437439999,43.54089651,4439,137287519,2134,Long-Term Care Home,NH for-profit,Derbecker's Heritage House, , , ,54 Eby Street, , ,St. Jacobs,N0B2N0,20210527134234,20210526122232
-79.56513824,43.629496972,4440,137287520,2794,Long-Term Care Home,NH non-profit,Dom Lipa, , , ,52 Neilson Drive, , ,Toronto,M9C1V7,20210527134229,20210526122233
