_id,LHIN,Home Name,Licensing Home Number,Address1,Address2,City,Postal,Phone,Fax,Email,Website,CCAC (no longer exist),Home Administrator Admin First Name,Admin Last Name,Licensee,Management Firm,Home Type (Sector),Licensed Beds,Approved Short Stay Beds (Beds are not operated as short stay under Covid Guidelines),Resident's Council,Family Council,Accreditation,Home Designated Under French Language Services Act,home_profile_link_EN,home_inspection_link_EN,home_inspection_link_FR,home_profile_link_FR,vaccine_data_home_name,1st_dose_percentage_staff_vaccination_rate,2nd_dose_percentage_staff_vaccination_rate,vaccine_data_date,wait_times_EN,wait_times_FR,placement_coordinator_EN,placement_coordinator_FR,hccss_phone_EN,hccss_tty_EN,hccss_phone_FR,hccss_tty_FR,hvac_designated_cooling_areas,hvac_resident_rooms,year_of_construction,hvac_rooms,hvac_date,latest_inspection_type,latest_inspection_link_EN,latest_inspection_datestamp,latest_inspection_date,latest_inspection_link_FR,x,y
2588,Central,Good Samaritan Nursing Home,2588,481 Victoria Street East,null,Alliston,L9R1J8,705-435-5722 ,705-435-0235,DeirdreB@goodsamseniors.com,http://www.goodsamseniors.com,null,Deirdre,Britton,Clurelea Ltd.,null,For-Profit,64,null,YES,NO,YES,NO,http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2588&tab=0,http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2588&tab=1,http://publicreporting.ltchomes.net/fr-ca/homeprofile.aspx?Home=2588&tab=1,http://publicreporting.ltchomes.net/fr-ca/homeprofile.aspx?Home=2588&tab=0,Good Samaritan Nursing Home,1,1,2021-11-30,http://healthcareathome.ca/central/en/Getting-Care/Getting-Long-Term-Care/Wait-List,http://healthcareathome.ca/central/fr/Obtenir-des-soins/Soins-de-longue-duree/Liste-d%E2%80%99attente,http://healthcareathome.ca/central/en/Getting-care/Getting-Long-Term-Care/Eligibility-and-Admission,http://healthcareathome.ca/central/fr/Obtenir-des-soins/Soins-de-longue-duree/Admissibilite-et-admission,1-888-470-2222,416-222-0876,1 888 470 2222,null,Yes,Yes,2002,52,2021-12-06,Critical Incident Inspection,http://publicreporting.ltchomes.net/en-ca/File.aspx?RecID=28594&FacilityID=20213,2021-11-30,2021-10-28,http://publicreporting.ltchomes.net/fr-ca/File.aspx?RecID=28594&FacilityID=20213,-79.845243777,44.158651251
2611,Central,MacKenzie Place,2611,52 George Street,null,Newmarket,L3Y4V3,905-853-3242 ,905-895-5139,mackenzieplace-generalemail@reveraliving.com,http://www.reveraliving.com/long-term-care/locations/mackenzie-place,null,Sonia,Henriques,Revera Long Term Care Inc.,null,For-Profit,93,null,YES,YES,YES,NO,http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2611&tab=0,http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2611&tab=1,http://publicreporting.ltchomes.net/fr-ca/homeprofile.aspx?Home=2611&tab=1,http://publicreporting.ltchomes.net/fr-ca/homeprofile.aspx?Home=2611&tab=0,MacKenzie Place,0.99,0.98,2021-10-31,http://healthcareathome.ca/central/en/Getting-Care/Getting-Long-Term-Care/Wait-List,http://healthcareathome.ca/central/fr/Obtenir-des-soins/Soins-de-longue-duree/Liste-d%E2%80%99attente,http://healthcareathome.ca/central/en/Getting-care/Getting-Long-Term-Care/Eligibility-and-Admission,http://healthcareathome.ca/central/fr/Obtenir-des-soins/Soins-de-longue-duree/Admissibilite-et-admission,1-888-470-2222,416-222-0876,1 888 470 2222,null,Yes,No,1970,24,2021-12-06,Critical Incident Inspection,http://publicreporting.ltchomes.net/en-ca/File.aspx?RecID=27481&FacilityID=20310,2021-11-30,2021-04-21,http://publicreporting.ltchomes.net/fr-ca/File.aspx?RecID=27481&FacilityID=20310,-79.478916951,44.057486951
2619,Central,Mariann Home,2619,9915 Yonge Street,null,Richmond Hill,L4C1V1,905-884-9276 ,905-884-1800,bernard.boreland@mariannhome.com,http://www.mariannhome.com,null,Bernard,Boreland,Mariann Nursing Home and Residence,KMS Long Term Care Consulting Services (as Management Consultant),Non-Profit,64,null,YES,YES,YES,NO,http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2619&tab=0,http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2619&tab=1,http://publicreporting.ltchomes.net/fr-ca/homeprofile.aspx?Home=2619&tab=1,http://publicreporting.ltchomes.net/fr-ca/homeprofile.aspx?Home=2619&tab=0,Mariann Home,1,1,2021-11-30,http://healthcareathome.ca/central/en/Getting-Care/Getting-Long-Term-Care/Wait-List,http://healthcareathome.ca/central/fr/Obtenir-des-soins/Soins-de-longue-duree/Liste-d%E2%80%99attente,http://healthcareathome.ca/central/en/Getting-care/Getting-Long-Term-Care/Eligibility-and-Admission,http://healthcareathome.ca/central/fr/Obtenir-des-soins/Soins-de-longue-duree/Admissibilite-et-admission,1-888-470-2222,416-222-0876,1 888 470 2222,null,Yes,No,1972,35,2021-12-06,Critical Incident Inspection,http://publicreporting.ltchomes.net/en-ca/File.aspx?RecID=28760&FacilityID=20327,2021-11-30,2021-11-25,http://publicreporting.ltchomes.net/fr-ca/File.aspx?RecID=28760&FacilityID=20327,-79.43615722,43.8692140200001
2630,Central,Chartwell Aurora Long Term Care Residence,2630,32 Mill Street,null,Aurora,L4G2R9,905-727-1939 ,905-727-6299,gboudreau@chartwell.com,http://www.chartwell.com,null,Greg,Boudreau,"Chartwell Master Care LP, by its general partner, GP M Trust, by its sole trustee, Chartwell Master Care Corporation",null,For-Profit,235,null,YES,YES,YES,NO,http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2630&tab=0,http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2630&tab=1,http://publicreporting.ltchomes.net/fr-ca/homeprofile.aspx?Home=2630&tab=1,http://publicreporting.ltchomes.net/fr-ca/homeprofile.aspx?Home=2630&tab=0,Chartwell Aurora Long Term Care Residence,1,1,2021-11-30,http://healthcareathome.ca/central/en/Getting-Care/Getting-Long-Term-Care/Wait-List,http://healthcareathome.ca/central/fr/Obtenir-des-soins/Soins-de-longue-duree/Liste-d%E2%80%99attente,http://healthcareathome.ca/central/en/Getting-care/Getting-Long-Term-Care/Eligibility-and-Admission,http://healthcareathome.ca/central/fr/Obtenir-des-soins/Soins-de-longue-duree/Admissibilite-et-admission,1-888-470-2222,416-222-0876,1 888 470 2222,null,Yes,No,1975,235,2021-12-06,Critical Incident Inspection  with Order(s) of the Inspector,http://publicreporting.ltchomes.net/en-ca/File.aspx?RecID=28648&FacilityID=20013,2021-11-30,2021-10-19,http://publicreporting.ltchomes.net/fr-ca/File.aspx?RecID=28648&FacilityID=20013,-79.4713147429999,43.9977977410001
2697,Central,Bloomington Cove Care Community,2697,13621 Ninth  Line,null,Stouffville,L4A3C8,905-640-1310 ,905-640-0995,janet.iwaszczenko@siennaliving.ca,http://www.specialty-care.com/311BloomingtonCove.html,null,Janet,Iwaszczenko,The Royale Development GP Corporation as general partner of The Royale Development LP,null,For-Profit,113,null,YES,YES,YES,NO,http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2697&tab=0,http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2697&tab=1,http://publicreporting.ltchomes.net/fr-ca/homeprofile.aspx?Home=2697&tab=1,http://publicreporting.ltchomes.net/fr-ca/homeprofile.aspx?Home=2697&tab=0,Bloomington Cove Care Community,1,1,2021-11-30,http://healthcareathome.ca/central/en/Getting-Care/Getting-Long-Term-Care/Wait-List,http://healthcareathome.ca/central/fr/Obtenir-des-soins/Soins-de-longue-duree/Liste-d%E2%80%99attente,http://healthcareathome.ca/central/en/Getting-care/Getting-Long-Term-Care/Eligibility-and-Admission,http://healthcareathome.ca/central/fr/Obtenir-des-soins/Soins-de-longue-duree/Admissibilite-et-admission,1-888-470-2222,416-222-0876,1 888 470 2222,null,Yes,No,2002,93,2021-12-06,Critical Incident Inspection,http://publicreporting.ltchomes.net/en-ca/File.aspx?RecID=27214&FacilityID=20037,2021-11-30,2021-03-11,http://publicreporting.ltchomes.net/fr-ca/File.aspx?RecID=27214&FacilityID=20037,-79.262957677,44.0027656520001
2732,Central,Harold and Grace Baker Centre,2732,1 Northwestern Avenue,null,Toronto,M6M2J7,416-654-2889 ,416-654-0217,Lauren.Doiron@reveraliving.com,http://www.reveraliving.com/long-term-care/locations/harold-grace-baker-centre,null,Lauren,Doiron,Harold and Grace Baker Centre,Revera Long Term Care Inc.,Non-Profit,120,null,YES,YES,YES,NO,http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2732&tab=0,http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2732&tab=1,http://publicreporting.ltchomes.net/fr-ca/homeprofile.aspx?Home=2732&tab=1,http://publicreporting.ltchomes.net/fr-ca/homeprofile.aspx?Home=2732&tab=0,Harold and Grace Baker Centre,0.99,0.99,2021-11-30,http://healthcareathome.ca/central/en/Getting-Care/Getting-Long-Term-Care/Wait-List,http://healthcareathome.ca/central/fr/Obtenir-des-soins/Soins-de-longue-duree/Liste-d%E2%80%99attente,http://healthcareathome.ca/central/en/Getting-care/Getting-Long-Term-Care/Eligibility-and-Admission,http://healthcareathome.ca/central/fr/Obtenir-des-soins/Soins-de-longue-duree/Admissibilite-et-admission,1-888-470-2222,416-222-0876,1 888 470 2222,null,Yes,No,1983,62,2021-12-06,Complaints Inspection,http://publicreporting.ltchomes.net/en-ca/File.aspx?RecID=27306&FacilityID=20227,2021-11-30,2021-02-22,http://publicreporting.ltchomes.net/fr-ca/File.aspx?RecID=27306&FacilityID=20227,-79.470172216,43.698250789
2744,Central,Seniors' Health Centre,2744,2 Buchan Court,null,North York,M2J5A3,416-756-0066 X8011,416-495-9738,Kathy.Metcalfe@nygh.on.ca,http://www.nygh.on.ca,null,Kathy,Metcalfe,North York General Hospital,The Royale Development GP Corporation as general partner of The Royale Development LP,Non-Profit,192,null,YES,YES,YES,NO,http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2744&tab=0,http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2744&tab=1,http://publicreporting.ltchomes.net/fr-ca/homeprofile.aspx?Home=2744&tab=1,http://publicreporting.ltchomes.net/fr-ca/homeprofile.aspx?Home=2744&tab=0,Seniors' Health Centre,1,1,2021-11-30,http://healthcareathome.ca/central/en/Getting-Care/Getting-Long-Term-Care/Wait-List,http://healthcareathome.ca/central/fr/Obtenir-des-soins/Soins-de-longue-duree/Liste-d%E2%80%99attente,http://healthcareathome.ca/central/en/Getting-care/Getting-Long-Term-Care/Eligibility-and-Admission,http://healthcareathome.ca/central/fr/Obtenir-des-soins/Soins-de-longue-duree/Admissibilite-et-admission,1-888-470-2222,416-222-0876,1 888 470 2222,null,Yes,Yes,1985,116,2021-12-06,Complaints Inspection  with Order(s) of the Inspector,http://publicreporting.ltchomes.net/en-ca/File.aspx?RecID=28532&FacilityID=20440,2021-11-30,2021-10-08,http://publicreporting.ltchomes.net/fr-ca/File.aspx?RecID=28532&FacilityID=20440,-79.360023187,43.773047207
2769,Central,Cedarvale Lodge Retirement and Care Community,2769,121 Morton Avenue,null,Keswick,L4P2M5,905-476-2656 ,905-476-5689,anna.urbanowicz@siennaliving.ca,http://www.siennaliving.ca/long-term-care/locations/cedarvale-lodge-retirement.aspx,null,Anna,Urbanowicz,The Royale Development GP Corporation as general partner of The Royale Development LP,null,For-Profit,60,null,YES,YES,YES,NO,http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2769&tab=0,http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2769&tab=1,http://publicreporting.ltchomes.net/fr-ca/homeprofile.aspx?Home=2769&tab=1,http://publicreporting.ltchomes.net/fr-ca/homeprofile.aspx?Home=2769&tab=0,Cedarvale Lodge Retirement and Care Community,1,1,2021-11-30,http://healthcareathome.ca/central/en/Getting-Care/Getting-Long-Term-Care/Wait-List,http://healthcareathome.ca/central/fr/Obtenir-des-soins/Soins-de-longue-duree/Liste-d%E2%80%99attente,http://healthcareathome.ca/central/en/Getting-care/Getting-Long-Term-Care/Eligibility-and-Admission,http://healthcareathome.ca/central/fr/Obtenir-des-soins/Soins-de-longue-duree/Admissibilite-et-admission,1-888-470-2222,416-222-0876,1 888 470 2222,null,Yes,No,1989,42,2021-12-06,Critical Incident Inspection,http://publicreporting.ltchomes.net/en-ca/File.aspx?RecID=27869&FacilityID=20076,2021-11-30,2021-06-14,http://publicreporting.ltchomes.net/fr-ca/File.aspx?RecID=27869&FacilityID=20076,-79.460522661,44.234434783
2809,Central,Ukrainian Canadian Care Centre,2809,60 Richview Road,null,Etobicoke,M9A5E4,416-243-7653 ,416-243-7452,uccc@stdemetrius.ca,http://www.stdemetrius.ca,null,Irena,Dounets,St. Demetrius (Ukrainian Catholic) Development Corporation,null,Non-Profit,152,null,YES,YES,YES,NO,http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2809&tab=0,http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2809&tab=1,http://publicreporting.ltchomes.net/fr-ca/homeprofile.aspx?Home=2809&tab=1,http://publicreporting.ltchomes.net/fr-ca/homeprofile.aspx?Home=2809&tab=0,Ukrainian Canadian Care Centre,0.99,0.96,2021-11-30,http://healthcareathome.ca/central/en/Getting-Care/Getting-Long-Term-Care/Wait-List,http://healthcareathome.ca/central/fr/Obtenir-des-soins/Soins-de-longue-duree/Liste-d%E2%80%99attente,http://healthcareathome.ca/central/en/Getting-care/Getting-Long-Term-Care/Eligibility-and-Admission,http://healthcareathome.ca/central/fr/Obtenir-des-soins/Soins-de-longue-duree/Admissibilite-et-admission,1-888-470-2222,416-222-0876,1 888 470 2222,null,Yes,Yes,1995,95,2021-12-06,Complaints Inspection,http://publicreporting.ltchomes.net/en-ca/File.aspx?RecID=28576&FacilityID=20514,2021-11-30,2021-10-22,http://publicreporting.ltchomes.net/fr-ca/File.aspx?RecID=28576&FacilityID=20514,-79.51902633,43.6845461840001
2825,Central,Mackenzie Health Long Term Care Facility,2825,10 Trench Street,null,Richmond Hill,L4C4Z3,905-883-2442 ,905-883-2441,mhltcadmin@universalcareinc.ca,0,null,Carey,Burleigh,Mackenzie Health,UniversalCare Canada Inc.,Non-Profit,170,null,YES,YES,YES,NO,http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2825&tab=0,http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2825&tab=1,http://publicreporting.ltchomes.net/fr-ca/homeprofile.aspx?Home=2825&tab=1,http://publicreporting.ltchomes.net/fr-ca/homeprofile.aspx?Home=2825&tab=0,MacKenzie Place,1,1,2021-11-30,http://healthcareathome.ca/central/en/Getting-Care/Getting-Long-Term-Care/Wait-List,http://healthcareathome.ca/central/fr/Obtenir-des-soins/Soins-de-longue-duree/Liste-d%E2%80%99attente,http://healthcareathome.ca/central/en/Getting-care/Getting-Long-Term-Care/Eligibility-and-Admission,http://healthcareathome.ca/central/fr/Obtenir-des-soins/Soins-de-longue-duree/Admissibilite-et-admission,1-888-470-2222,416-222-0876,1 888 470 2222,null,Yes,Yes,2000,137,2021-12-06,Complaints Inspection,http://publicreporting.ltchomes.net/en-ca/File.aspx?RecID=28441&FacilityID=20592,2021-11-30,2021-09-28,http://publicreporting.ltchomes.net/fr-ca/File.aspx?RecID=28441&FacilityID=20592,-79.450811825,43.87045412
2869,Central,Elginwood,2869,182 Yorkland Street,null,Richmond Hill,L4S2M9,905-737-0858 ,905-737-1866,elginwood@reveraliving.com,http://www.reveraliving.com/long-term-care/locations/elginwood,null,Laura,Powell,"AXR Operating (National) LP, by its general partners",null,For-Profit,124,null,YES,YES,YES,NO,http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2869&tab=0,http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2869&tab=1,http://publicreporting.ltchomes.net/fr-ca/homeprofile.aspx?Home=2869&tab=1,http://publicreporting.ltchomes.net/fr-ca/homeprofile.aspx?Home=2869&tab=0,Elginwood,1,1,2021-11-30,http://healthcareathome.ca/central/en/Getting-Care/Getting-Long-Term-Care/Wait-List,http://healthcareathome.ca/central/fr/Obtenir-des-soins/Soins-de-longue-duree/Liste-d%E2%80%99attente,http://healthcareathome.ca/central/en/Getting-care/Getting-Long-Term-Care/Eligibility-and-Admission,http://healthcareathome.ca/central/fr/Obtenir-des-soins/Soins-de-longue-duree/Admissibilite-et-admission,1-888-470-2222,416-222-0876,1 888 470 2222,null,Yes,No,2002,112,2021-12-06,Follow-Up Inspection,http://publicreporting.ltchomes.net/en-ca/File.aspx?RecID=27781&FacilityID=20132,2021-11-30,2021-06-08,http://publicreporting.ltchomes.net/fr-ca/File.aspx?RecID=27781&FacilityID=20132,-79.4416912249999,43.9017298260001
2874,Central,Weston Terrace Care Community,2874,2005 Lawrence Avenue West,null,Toronto,M9N3V4,416-243-8879 ,416-243-0435,info@siennaliving.ca,http://www.siennaliving.ca,null,John,Seebach,2063414 Ontario Limited as General Partner of 2063414 Investment LP,null,For-Profit,224,null,YES,YES,YES,NO,http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2874&tab=0,http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2874&tab=1,http://publicreporting.ltchomes.net/fr-ca/homeprofile.aspx?Home=2874&tab=1,http://publicreporting.ltchomes.net/fr-ca/homeprofile.aspx?Home=2874&tab=0,Weston Terrace Care Community,0.99,0.99,2021-11-30,http://healthcareathome.ca/central/en/Getting-Care/Getting-Long-Term-Care/Wait-List,http://healthcareathome.ca/central/fr/Obtenir-des-soins/Soins-de-longue-duree/Liste-d%E2%80%99attente,http://healthcareathome.ca/central/en/Getting-care/Getting-Long-Term-Care/Eligibility-and-Admission,http://healthcareathome.ca/central/fr/Obtenir-des-soins/Soins-de-longue-duree/Admissibilite-et-admission,1-888-470-2222,416-222-0876,1 888 470 2222,null,Yes,No,2001,182,2021-12-06,Complaints Inspection,http://publicreporting.ltchomes.net/en-ca/File.aspx?RecID=28312&FacilityID=20295,2021-11-30,2021-07-23,http://publicreporting.ltchomes.net/fr-ca/File.aspx?RecID=28312&FacilityID=20295,-79.510019529,43.7010589880001
2876,Central,Yee Hong Centre - Markham,2876,2780 Bur Oak Avenue,null,Markham,L6B1C9,905-471-3232 X3200,905-471-3223,amy.go@yeehong.com,http://www.yeehong.com,null,Tracy,Cheung,Yee Hong Centre for Geriatric Care,null,Non-Profit,200,null,YES,YES,YES,NO,http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2876&tab=0,http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2876&tab=1,http://publicreporting.ltchomes.net/fr-ca/homeprofile.aspx?Home=2876&tab=1,http://publicreporting.ltchomes.net/fr-ca/homeprofile.aspx?Home=2876&tab=0,Yee Hong Centre - Markham,1,1,2021-11-30,http://healthcareathome.ca/central/en/Getting-Care/Getting-Long-Term-Care/Wait-List,http://healthcareathome.ca/central/fr/Obtenir-des-soins/Soins-de-longue-duree/Liste-d%E2%80%99attente,http://healthcareathome.ca/central/en/Getting-care/Getting-Long-Term-Care/Eligibility-and-Admission,http://healthcareathome.ca/central/fr/Obtenir-des-soins/Soins-de-longue-duree/Admissibilite-et-admission,1-888-470-2222,416-222-0876,1 888 470 2222,null,Yes,Yes,2002,144,2021-12-06,Follow-Up Inspection,http://publicreporting.ltchomes.net/en-ca/File.aspx?RecID=28765&FacilityID=20589,2021-11-30,2021-08-19,http://publicreporting.ltchomes.net/fr-ca/File.aspx?RecID=28765&FacilityID=20589,-79.231108757,43.894422234
2888,Central,Chartwell Woodhaven Long Term Care Residence,2888,380 Church Street,null,Markham,L6B1E1,905-472-3320 ,905-472-1347,0,http://chartwell.com/index,null,Andre,Dwyer,Regency LTC Operating Limited Partnership on behalf of Regency Operator GP Inc. as General Partner,null,For-Profit,192,null,NO,YES,YES,NO,http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2888&tab=0,http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2888&tab=1,http://publicreporting.ltchomes.net/fr-ca/homeprofile.aspx?Home=2888&tab=1,http://publicreporting.ltchomes.net/fr-ca/homeprofile.aspx?Home=2888&tab=0,Chartwell Woodhaven Long Term Care Residence,1,1,2021-11-30,http://healthcareathome.ca/central/en/Getting-Care/Getting-Long-Term-Care/Wait-List,http://healthcareathome.ca/central/fr/Obtenir-des-soins/Soins-de-longue-duree/Liste-d%E2%80%99attente,http://healthcareathome.ca/central/en/Getting-care/Getting-Long-Term-Care/Eligibility-and-Admission,http://healthcareathome.ca/central/fr/Obtenir-des-soins/Soins-de-longue-duree/Admissibilite-et-admission,1-888-470-2222,416-222-0876,1 888 470 2222,null,Yes,No,2003,192,2021-12-06,Complaints Inspection,http://publicreporting.ltchomes.net/en-ca/File.aspx?RecID=28251&FacilityID=20583,2021-11-30,2021-08-26,http://publicreporting.ltchomes.net/fr-ca/File.aspx?RecID=28251&FacilityID=20583,-79.230933556,43.8858665330001
2894,Central,Sherwood Court Long Term Care Centre,2894,300 Ravineview Drive,null,Maple,L6A3P8,905-303-3565 ,905-303-7872,sherwoodcourt-generalemail@reveraliving.com,http://www.reveraliving.com/long-term-care/locations/sherwood-court,null,James,Zulueta,"AXR Operating (National) LP, by its general partners",null,For-Profit,96,null,YES,YES,YES,NO,http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2894&tab=0,http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2894&tab=1,http://publicreporting.ltchomes.net/fr-ca/homeprofile.aspx?Home=2894&tab=1,http://publicreporting.ltchomes.net/fr-ca/homeprofile.aspx?Home=2894&tab=0,Sherwood Court Long Term Care Centre,0.99,0.99,2021-11-30,http://healthcareathome.ca/central/en/Getting-Care/Getting-Long-Term-Care/Wait-List,http://healthcareathome.ca/central/fr/Obtenir-des-soins/Soins-de-longue-duree/Liste-d%E2%80%99attente,http://healthcareathome.ca/central/en/Getting-care/Getting-Long-Term-Care/Eligibility-and-Admission,http://healthcareathome.ca/central/fr/Obtenir-des-soins/Soins-de-longue-duree/Admissibilite-et-admission,1-888-470-2222,416-222-0876,1 888 470 2222,null,Yes,No,2003,87,2021-12-06,Complaints Inspection,http://publicreporting.ltchomes.net/en-ca/File.aspx?RecID=28698&FacilityID=20447,2021-11-30,2021-11-09,http://publicreporting.ltchomes.net/fr-ca/File.aspx?RecID=28698&FacilityID=20447,-79.5187724479999,43.88950162
2897,Central,Mon Sheong Richmond Hill Long Term Care Centre,2897,11199 Yonge Street,null,Richmond Hill,L4S1L2,905-883-9288 ,905-508-0829,0,http://www.monsheong.org,null,Sherry,Li,Mon Sheong Foundation,null,Non-Profit,192,null,YES,YES,YES,NO,http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2897&tab=0,http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2897&tab=1,http://publicreporting.ltchomes.net/fr-ca/homeprofile.aspx?Home=2897&tab=1,http://publicreporting.ltchomes.net/fr-ca/homeprofile.aspx?Home=2897&tab=0,Mon Sheong Richmond Hill Long Term Care Centre,1,1,2021-11-30,http://healthcareathome.ca/central/en/Getting-Care/Getting-Long-Term-Care/Wait-List,http://healthcareathome.ca/central/fr/Obtenir-des-soins/Soins-de-longue-duree/Liste-d%E2%80%99attente,http://healthcareathome.ca/central/en/Getting-care/Getting-Long-Term-Care/Eligibility-and-Admission,http://healthcareathome.ca/central/fr/Obtenir-des-soins/Soins-de-longue-duree/Admissibilite-et-admission,1-888-470-2222,416-222-0876,1 888 470 2222,null,Yes,Yes,2003,192,2021-12-06,Complaints Inspection,http://publicreporting.ltchomes.net/en-ca/File.aspx?RecID=28252&FacilityID=20349,2021-11-30,2021-08-16,http://publicreporting.ltchomes.net/fr-ca/File.aspx?RecID=28252&FacilityID=20349,-79.443201925,43.901344726
2905,Central,Bradford Valley Care Community,2905,2656 6th Line,null,Bradford,L3Z2A1,905-952-2270 ,905-775-0263,cathy.vanbeek@siennaliving.ca,http://www.siennaliving.ca,null,Cathy,VanBeek,The Royale Development GP Corporation as general partner of The Royale Development LP,null,For-Profit,246,null,YES,YES,YES,NO,http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2905&tab=0,http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2905&tab=1,http://publicreporting.ltchomes.net/fr-ca/homeprofile.aspx?Home=2905&tab=1,http://publicreporting.ltchomes.net/fr-ca/homeprofile.aspx?Home=2905&tab=0,Bradford Valley Care Community,1,1,2021-11-30,http://healthcareathome.ca/central/en/Getting-Care/Getting-Long-Term-Care/Wait-List,http://healthcareathome.ca/central/fr/Obtenir-des-soins/Soins-de-longue-duree/Liste-d%E2%80%99attente,http://healthcareathome.ca/central/en/Getting-care/Getting-Long-Term-Care/Eligibility-and-Admission,http://healthcareathome.ca/central/fr/Obtenir-des-soins/Soins-de-longue-duree/Admissibilite-et-admission,1-888-470-2222,416-222-0876,1 888 470 2222,null,Yes,No,2003,195,2021-12-06,Critical Incident Inspection,http://publicreporting.ltchomes.net/en-ca/File.aspx?RecID=28041&FacilityID=20043,2021-11-30,2021-07-23,http://publicreporting.ltchomes.net/fr-ca/File.aspx?RecID=28041&FacilityID=20043,-79.571805184,44.1005869540001
2907,Central,Langstaff Square Care Community,2907,170 Red Maple Road,null,Richmond Hill,L4B4T8,905-731-2273 ,905-731-2274,deniese.johnson@siennaliving.ca,http://www.leisureworld.ca/,null,Deniese,Johnson,2063414 Ontario Limited as General Partner of 2063414 Investment LP,null,For-Profit,160,null,YES,YES,YES,NO,http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2907&tab=0,http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2907&tab=1,http://publicreporting.ltchomes.net/fr-ca/homeprofile.aspx?Home=2907&tab=1,http://publicreporting.ltchomes.net/fr-ca/homeprofile.aspx?Home=2907&tab=0,Langstaff Square Care Community,1,0.99,2021-11-30,http://healthcareathome.ca/central/en/Getting-Care/Getting-Long-Term-Care/Wait-List,http://healthcareathome.ca/central/fr/Obtenir-des-soins/Soins-de-longue-duree/Liste-d%E2%80%99attente,http://healthcareathome.ca/central/en/Getting-care/Getting-Long-Term-Care/Eligibility-and-Admission,http://healthcareathome.ca/central/fr/Obtenir-des-soins/Soins-de-longue-duree/Admissibilite-et-admission,1-888-470-2222,416-222-0876,1 888 470 2222,null,Yes,No,2003,133,2021-12-06,Critical Incident Inspection  with Order(s) of the Inspector,http://publicreporting.ltchomes.net/en-ca/File.aspx?RecID=27987&FacilityID=20301,2021-11-30,2021-06-28,http://publicreporting.ltchomes.net/fr-ca/File.aspx?RecID=27987&FacilityID=20301,-79.424798714,43.844822117
